C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\center_2019_07_19_23_13_09_223.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\left_2019_07_19_23_13_09_223.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\right_2019_07_19_23_13_09_223.jpg,0,0,0,0.7975053
C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\center_2019_07_19_23_13_09_291.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\left_2019_07_19_23_13_09_291.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\right_2019_07_19_23_13_09_291.jpg,0,0,0,0.791093
C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\center_2019_07_19_23_13_09_376.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\left_2019_07_19_23_13_09_376.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\right_2019_07_19_23_13_09_376.jpg,0,0,0,0.7847322
C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\center_2019_07_19_23_13_09_464.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\left_2019_07_19_23_13_09_464.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\right_2019_07_19_23_13_09_464.jpg,0,0,0,0.7784226
C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\center_2019_07_19_23_13_09_551.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\left_2019_07_19_23_13_09_551.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\right_2019_07_19_23_13_09_551.jpg,0,0,0,0.7706068
C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\center_2019_07_19_23_13_09_632.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\left_2019_07_19_23_13_09_632.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\right_2019_07_19_23_13_09_632.jpg,0,0,0,0.7644107
C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\center_2019_07_19_23_13_09_716.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\left_2019_07_19_23_13_09_716.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\right_2019_07_19_23_13_09_716.jpg,0,0,0,0.7582645
C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\center_2019_07_19_23_13_09_796.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\left_2019_07_19_23_13_09_796.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\right_2019_07_19_23_13_09_796.jpg,0,0,0,0.7521675
C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\center_2019_07_19_23_13_09_877.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\left_2019_07_19_23_13_09_877.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\right_2019_07_19_23_13_09_877.jpg,0,0,0,0.7461197
C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\center_2019_07_19_23_13_09_960.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\left_2019_07_19_23_13_09_960.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\right_2019_07_19_23_13_09_960.jpg,0,0,0,0.7401203
C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\center_2019_07_19_23_13_10_047.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\left_2019_07_19_23_13_10_047.jpg,C:\Users\CGM Consulting\Desktop\Self Driving Car Project\Udacity Simulator\Self Driving Car Udacity\Data\IMG\right_2019_07_19_23_13_10_047.jpg,0,0,0,0.7341691
